canddt_name_2014,caddi_sex_2014,cnddt_age_2014,canddt_category_2014
D ESWAR THOREMAVU,M,47,SC
BANNUR KUMAR,M,57,GEN
PRAVEEN M S,M,27,GEN
BOJANNA N SOMAIAH,M,32,GEN
SAMPATHU N,M,56,GEN
A. R. KRISHNA MURTHY,M,53,SC
R. DHRUVANARAYANA,M,53,SC
M SHIVANNA (KOTE),M,60,SC
SHIVAMALLU,M,53,SC
KATHAVARAY,M,54,SC
B GURUSWAMY,M,69,SC
CHAUDAHALLY JAVARAIAH,M,42,SC
PRADEEP KUMAR M,M,29,SC
KANDEGALA SRINIVASAMURTHY,M,41,SC
SAMPATH KUMAR,M,43,SC
BANNUR SURENDRA,M,33,SC
ANANDA G,M,29,SC
S. GOVINDA NAIK,M,49,SC
NIRMALA KUMARI,F,34,SC
C THOPAIAH,M,64,SC
R. PRABHAKARA REDDY,M,43,GEN
MUNIRAJU GOWDA . P,M,35,GEN
D K SURESH,M,47,GEN
BASAVEGOWDA,M,30,GEN
K A MOHAN,M,57,SC
RAVI KRISHNA REDDY,M,39,GEN
SHANKARAPPA,M,46,SC
KENCHAIAH,M,34,GEN
J NATARAJU,M,56,GEN
J.T.PRAKASH,M,57,GEN
MALLESHA,M,31,GEN
M.P.MUNAWER SHARIFF,M,55,GEN
S.SIDDARAMAIAH (HEGGADE),M,48,GEN
SURESH,M,37,GEN
ABDUL AZEEM,M,61,GEN
C.NARAYANA SWAMY,M,65,GEN
V VELU,M,51,GEN
D.V SADANANDA GOWDA,M,61,GEN
SUN STAR D.JAYARAM,M,60,SC
BABU  MATHEW,M,64,GEN
MUTHURAJU. M,M,47,SC
T.S.CHAITHANYA (S.J.R),M,39,GEN
MANOHAR H.A.,M,55,GEN
DR.MEERLAYAQ HUSSAIN,M,53,GEN
MOHAMMED QUTBUDDIN,M,31,GEN
S. RAMU,M,42,GEN
MU.VENKATESH SIMHA BHOVI,M,54,SC
SUNIL.V.J,M,38,GEN
NANDINI ALVA,F,52,GEN
P.C. MOHAN,M,50,GEN
R. MOHAN RAJU,M,52,SC
RIZWAN ARSHAD,M,34,GEN
ISMAIL KHAN SAIF ALI,M,47,GEN
ZAHEEDA  SHEREEN,F,38,GEN
V. BALAKRISHNAN,M,49,GEN
BUDAYYA .B. PUJERI,M,43,GEN
H.L. MANJUNATHA,M,35,ST
KADUGUDI SONNAPPA,M,40,SC
AMBROSE D''''MELLO,M,46,GEN
DHANANJAYA. H.H,M,42,GEN
G. NARAYANASWAMY (KAPALI),M,43,GEN
B.K. NARAYANA-SWAMY,M,58,GEN
PRASHANTH.S.M,M,34,GEN
DR. MEER LAYAQ HUSSAIN,M,53,GEN
K.MURTHY,M,51,SC
MODI SAIFULLA,M,34,GEN
BHOVI RAMA C.B.K,M,38,SC
RAMANUJ SINGH,M,50,GEN
B.V.VENKATESHAPPA,M,62,GEN
SHAFI AHMED,M,54,GEN
E.SALAM,M,69,GEN
SEETHA RAMAN.E,M,43,SC
SURAIYA ZAITHOON,F,38,GEN
SYED ASIF BUKHAARI,M,41,GEN
ANANTH KUMAR,M,54,GEN
KHAN ABDUL R,M,36,GEN
NANDAN NILEKANI,M,58,GEN
RUTH MANORAMA,F,61,GEN
M. UMADEVI,F,44,GEN
GAYATHRI,F,63,GEN
NINA P NAYAK,F,60,GEN
MAHADEVA SWAMY. B. M,M,31,SC
RAVIKUMARA T,M,31,GEN
G.R. SHIVASHANKAR,M,62,GEN
SYED MEHABOOB,M,44,GEN
DR. KODUR VENKATESH,M,52,GEN
GOVINDAIAH B.R.,M,64,GEN
T.K. DASAR,M,44,SC
DR. PRADEEP GADUGESH,M,35,GEN
PRABHU,M,44,GEN
PRAMOD  MUTALIK,M,59,GEN
T. E. MOSES,M,69,GEN
YOGESH,M,31,GEN
G. VENKATESH BHOVI,M,53,SC
SHAMBULINGEGOWDA (GANDIVADI),M,52,GEN
SYED RAFIQ AHMED,M,58,GEN
N. HANUMEGOWDA,M,50,GEN
H D KUMARA SWAMY,M,54,GEN
CHITRA PRASAD,F,42,GEN
B N BACHE GOWDA,M,72,GEN
M VEERAPPA MOILY,M,74,GEN
G V SREERAMA REDDY,M,64,GEN
K ARKESH,M,60,GEN
YAKUB SHARIFF,M,33,GEN
ROBIN MATHEWS NAREKATTU,M,47,GEN
H N RAMAKRISHNA REDDY,M,66,GEN
REDDY G K C,M,57,GEN
G C VENKATARAMANAPPA,M,34,SC
B N GOPALAGOWDA,M,36,GEN
JAYAPRAKASHA YADAV,M,29,GEN
D N NARASIMHAMURTHY,M,42,ST
NANJAPPA,M,52,GEN
T V MANJUNATHA GOWDA,M,43,GEN
G N RAVI,M,50,GEN
VENKATESH D T,M,45,SC
K S SWAMY,M,37,SC
D.M.AMBAREESHA,M,33,SC
KOLAR KESAVA,M,42,SC
EM.NARAYANASWAMY,M,61,SC
K.H.MUNIYAPPA,M,67,SC
KOTIGANAHALLI RAMAIAH,M,58,SC
V.MUNISWAMY,M,52,SC
R.RAVINDRA KUMAR,M,53,SC
H.V.ANJAPPA,M,63,SC
K.NARENDRABABU,M,42,SC
NARAYANASWAMY,M,55,SC
M.S.NARAYANASWAMY,M,51,SC
H.N.NARAYANASWAMY,M,44,SC
A.PRASAD,M,46,SC
K.H.MADHUSOODAN,M,46,SC
M.MUNIYAPPA,M,36,SC
DR.C.MOHAN,M,73,SC
VINAYAKA PRASAD.H.N,M,30,SC
B.V.VENKATAGIRIYAPPA,M,64,SC
N.VENKATESH,M,44,SC
G.N.VENKATESH,M,43,SC
BEEDA SRINIVAS N,M,36,SC
V.SRINIVASA,M,34,SC
P KARUNAKARAN,M,69,GEN
ADV. BASHEER ALADY,M,40,GEN
ADV. T SIDDIQUE,M,39,GEN
K SURENDRAN,M,44,GEN
ABDUL SALAM N U,M,44,GEN
ABBAS MOTHALAPPARA,M,56,GEN
AMBALATHARA KUNHIKRISHNAN,M,61,GEN
ABOOBACKER SIDDIQ,M,33,GEN
K K ASHOKAN,M,39,GEN
GOTHRA MOOPAN NELLIKADAN KANNAN,M,75,ST
KARUNAKARAN KALIPPURAYIL,M,61,GEN
KARUNAKARAN PAINGAPPADAN,M,54,GEN
MANOHARAN K,M,38,GEN
P K RAMAN,M,54,SC
N ABDULLA DAVUD,M,68,GEN
P C MOHANAN MASTER,M,64,GEN
P K SREEMATHI TEACHER,F,64,GEN
K SUDHAKARAN,M,65,GEN
P P ABOOBACKAR,M,59,GEN
K K ABDUL JABBAR,M,40,GEN
SASIDHARAN K V,M,48,GEN
P P MOHANAN,M,61,GEN
SREEMATHI PUTHALATH,F,75,GEN
K SUDHAKARAN (KOLLON HOUSE),M,44,GEN
K SUDHAKARAN (SREESHYLAM),M,52,GEN
MULLAPPALLY RAMACHANDRAN,M,67,GEN
SASEENDRAN,M,44,SC
ADV.A.N.SHAMSEER,M,36,GEN
V.K.SAJEEVAN,M,39,GEN
P.ABDUL HAMEED  MASTER,M,55,GEN
ALI AKBAR,M,50,GEN
A.M.SMITHA,F,33,GEN
ATTUVEPPIL KUNHIKKANNAN,M,57,SC
ADV.P.KUMARANKUTTY,M,69,GEN
P.SHARAFUDEEN,M,53,GEN
A.P.SHAMSEER,M,34,GEN
P R RASMILNATH,M,37,GEN
VAPPAN,M,69,SC
M I SHANAVAS,M,62,GEN
SATHYAN MOKERI,M,60,GEN
JALEEL NEELAMBRA,M,58,GEN
ADV. P P A SAGEER,M,35,GEN
SATHEESH CHANDRAN,M,53,SC
SAM P MATHEW,M,39,GEN
RAMLA MAMPAD,F,56,GEN
P V ANVAR,M,45,GEN
ABRAHAM BENHUR,M,64,GEN
CLEATUS,M,58,GEN
SATHYAN THAZHEMANGAD,M,30,GEN
SATHYAN PUTHANVEETTIL,M,37,GEN
SINOJ A C,M,25,GEN
C K.PADMANABHAN,M,65,GEN
M .K RAGHAVAN,M,61,GEN
A.VIJAYARAGHAVAN,M,58,GEN
VELAYUDHAN K.P.,M,56,SC
MUSTHAFA KOMMERI,M,32,GEN
K P RATHEESH,M,31,GEN
THRISSUR NAZEER,M,50,GEN
ADV.N.P.PRATHAP KUMAR,M,47,GEN
MUHAMMED RIYAS,M,32,GEN
M RAGHAVAN,M,62,GEN
V M RAGHAVAN,M,43,SC
M.VIJAYARAGHAVAN,M,62,GEN
VIJAYARAGHAVAN.K.,M,56,GEN
E. AHAMED,M,76,GEN
ILYAS,M,42,GEN
ADV. N.SREEPRAKASH,M,44,GEN
P.K.SAINABA,F,51,GEN
PROF. P.ISMAIL,M,61,GEN
NASARUDHEEN ELAMARAM,M,47,GEN
ANWAR SHAKEEL OMAR,M,50,GEN
DR. M.V. IBRAHIM,M,36,GEN
GOPINATHAN.N,M,61,GEN
SREEDHARAN,M,55,SC
T.AYYAPPAN,M,64,GEN
K.NARAYANAN MASTER,M,49,GEN
E. T. MOHAMMED BASHEER,M,67,GEN
V.T.IKRAMUL HAQUE,M,42,GEN
SHYLOCK P.V.,M,38,GEN
ABULLAIS.T.P,M,44,GEN
ABDURAHMAN VADAKKATHINAKATH,M,62,GEN
ABDURAHIMAN VAYARAKATH,M,48,GEN
ABDURAHIMAN VARIKKOTTIL,M,57,GEN
V.ABDURAHMAN,M,51,GEN
BINDU M.K.,F,46,GEN
M B RAJESH,M,43,GEN
SOBHASURENDRAN,F,39,GEN
HARI ARUMBIL,M,29,SC
ABOOBAKKER SIDHIKH,M,47,GEN
E S KHAJA HUSSAIN,M,44,GEN
B PADMANABHAN,M,44,GEN
RAJESH S,M,32,SC
THENNILAPURAM RADHAKRISHNAN,M,66,GEN
M P VEERENDRAKUMAR,M,77,GEN
ABHIMOD,M,39,GEN
PRADEEP,M,30,SC
C.K. RAMAKRISHNAN,M,47,SC
VEERENDRAKUMAR O P,M,48,GEN
SREEJITH,M,35,GEN
V S  SHANAVAS,M,38,GEN
PREMAKUMARI,F,43,SC
P.K.BIJU,M,39,SC
SHAJU MON VATTEKKAD,M,39,SC
SHEEBA,F,31,SC
KRISHNAN ERANHIKKAL,M,42,SC
ALBIN M U,M,25,SC
KRISHNANKUTTY V,M,48,SC
R BIJU,M,26,SC
A BIJU,M,36,SC
K BIJU,M,30,SC
VIJAYAN AMBALAKKAD,M,47,SC
K S VELAYUDHAN,M,44,SC
C. N. JAYADEVAN,M,63,GEN
ADV. A. JAYARAM,M,48,GEN
K. P. DHANAPALAN,M,64,GEN
K.P. SREESAN,M,60,GEN
HAJI MOIDEEN SHAH,M,64,GEN
K.SIVARAMAN,M,64,GEN
SARAH JOSEPH,F,67,GEN
SUFEERA K. P.,F,37,GEN
SOMAN PILLAI,M,63,GEN
JASMINSHA,M,29,GEN
JIJU CHEENIKKAL,M,42,GEN
M. NARAYANANKUTTY (M. N. KUTTY),M,64,GEN
T. L. SANTHOSH,M,53,GEN
MANIYANGATTIL SUKUMARAN,M,61,GEN
ADV. B. GOPALAKRISHNAN,M,53,GEN
P C CHACKO,M,67,GEN
M G PURUSHOTHAMAN,M,66,GEN
ANNAMMA JOY,F,52,GEN
K. AMBUJAKSHAN,M,47,SC
JAYAN KONIKARA,M,47,SC
K M NOORDEEN,M,62,GEN
SHAFEER MUHAMMED,M,35,GEN
SAJI THURUTHIKUNNEL,M,41,GEN
ABDUL KAREEM,M,53,GEN
INNOCENT,M,66,GEN
JAISON PANIKULANGARA,M,55,GEN
EDAPPALLY BASHEER,M,57,GEN
T D BABURAJAN,M,56,GEN
VINCENT,M,44,GEN
K C KARTHIKEYAN,M,60,SC
PROF. K.V. THOMAS,M,67,GEN
A.N. RADHAKRISHNAN,M,54,GEN
ANITA PRATAP,F,55,GEN
KRISHNANKUTTY M.K.,M,48,SC
P.D. CHANDRABHANU,M,62,GEN
DENSIL MENDEZ,M,50,GEN
ZULFICAR ALI,M,39,GEN
ANIL KUMAR,M,44,SC
KISHORE,M,38,GEN
DR. CHRISTY FERNANDEZ,M,64,GEN
JUNO JOHN BABY,M,39,GEN
N J PIOUS,M,46,GEN
K.V. BHASKARAN,M,64,GEN
RAJANEESH BABU,M,33,GEN
ADV. RADHAKRISHNAN P T,M,45,GEN
ADV.DEAN KURIAKOSE,M,32,GEN
APPANCHIRA PONNAPPAN,M,62,GEN
ADV.SABU VARGHESE,M,51,GEN
T.K.TOMY,M,41,GEN
MUHAMMED SHARAFUDHEEN,M,39,GEN
SILVI SUNIL,F,38,GEN
ANISH MARIYIL,M,42,GEN
JAMES JOSEPH,M,42,GEN
JOYCE GEORGE,F,32,GEN
ADV.JOICE GEORGE,M,44,GEN
JOICE GEORGE,M,26,GEN
P.C.JOLLY,M,49,GEN
BIJU JOSEPH,M,44,GEN
ADV.CHITTOOR RAJAMANNAR,M,55,GEN
SHOBY JOSEPH,M,28,GEN
SOMINI PRABHAKARAN,F,45,SC
JOSE K. MANI,M,49,GEN
ADV.MATHEW T. THOMAS,M,52,GEN
SREENI K. JACOB,M,44,GEN
ADV.ANIL AIKKARA,M,40,GEN
N.K.BIJU,M,46,GEN
SASIKKUTTAN VAKATHANAM,M,58,GEN
ROY ARACKAL,M,45,GEN
JAMES JOSEPH,M,47,GEN
ADV.NOBLE MATHEW,M,51,GEN
PRAVEEN K. MOHAN,M,37,SC
RATHEESH PERUMAL,M,27,SC
C B CHANDRABABU,M,53,GEN
P V NATESAN,M,57,SC
K C VENUGOPAL,M,51,GEN
PROF.A.V.THAMARAKSHAN,M,67,GEN
THULASEEDHARAN PALLICKAL,M,45,SC
ADV.M.A.BINDU,F,43,GEN
D MOHANAN,M,59,GEN
CHANDRABABU G,M,48,GEN
JAYACHANDRAN SARASAMMA,M,40,SC
M M PAULOSE,M,78,GEN
S.B.BASHEER,M,65,GEN
T S BALAKRISHNAN,M,54,GEN
VENUGOPAL P C,M,58,GEN
ADV.P.K.JAYAKRISHNAN,M,34,SC
ADV.P.SUDHEER,M,32,SC
CHENGARA SURENDRAN,M,46,SC
KODIKUNNIL SURESH,M,52,SC
JYOTHISH PERUMPULICKAL,M,40,SC
SASIKALA K S,F,44,SC
N SADANANDAN,M,67,SC
PIRAVATHOOR SREEDHARAN,M,59,SC
PALLICKAL SURENDRAN,M,53,SC
ANTO ANTONY,M,57,GEN
M T REMESH,M,43,GEN
SELEENA PRAKKANAM,F,34,GEN
ALEYAMMA VARGHESE,F,61,GEN
MANSOOR THENGANA,M,47,GEN
S RADHAMANI,F,50,GEN
SABUKUTTY JOY (SABU PUTHUCHIRA),M,56,GEN
AJITH KUMAR K. K,M,44,SC
PEELIPOSE,M,72,GEN
ADV. PEELIPOSE THOMAS,M,64,GEN
PUSHPANGATHAN,M,55,SC
MATHEW PAREY,M,31,GEN
S RADHAKRISHNAN,M,52,GEN
LALITHA MALAYALAPPUZHA,F,42,SC
SHILVIN KOTTACKAKATHU,M,43,GEN
SANTHOSH KUMAR,M,39,GEN
ADV.S.PRAHLADAN,M,58,GEN
M.A. BABY,M,59,GEN
P.M. VELAYUDHAN,M,61,SC
N.K.PREMACHANDRAN,M,53,GEN
A.K.SALAHUDEEN,M,45,GEN
C. INDULAL EX-SERVICE MAN,M,48,GEN
A. JOSEKUTTY,M,58,GEN
R. PREMACHANDRAN,M,44,GEN
V.S. PREMACHANDRAN,M,58,GEN
M. BABY,M,61,SC
K. BHASKARAN,M,66,GEN
ANIL KUMAR N S,M,45,GEN
GIRIJA KUMARI.S,F,48,GEN
ADV.BINDHU KRISHNA,F,41,GEN
DR.A .SAMPATH,M,51,GEN
VAKKOM G AJITH,M,36,GEN
ADV. CHIRAYINKEEZHU GOPINATHAN,M,66,SC
PRIYA SUNIL,F,42,GEN
M.K.MANOJ KUMAR,M,47,SC
ADV.M. R.SARIN,M,37,GEN
DAS K VARKALA,M,41,SC
VIVEKANANDAN,M,64,GEN
SAMBATH ANILKUMAR,M,26,GEN
SUNILKRISHNAN,M,36,GEN
IRINCHAYAM SURESH,M,40,GEN
SURESHKUMAR THONNAKKAL,M,44,GEN
HARIHARAN K S,M,50,GEN
DOCTOR BENNET ABRAHAM,M,55,GEN
O RAJAGOPAL,M,84,GEN
DR. SHASHI THAROOR,M,58,GEN
J SUDHAKARAN,M,65,SC
AJIT JOY,M,45,GEN
R CHANDRIKA KATTAKADA,F,57,GEN
THOMAS JOSEPH,M,50,GEN
O V SREEDATH,M,35,GEN
KUNNIL SHAJAHAN,M,40,GEN
M.SHAJAR KHAN,M,43,GEN
ADV. PERURKADA HARIKUMAR,M,40,GEN
ANIL KUMAR Y,M,27,GEN
V S JAYAKUMAR,M,31,GEN
JAIN WILSON,M,54,SC
GEORGE MANKIDIYIL,M,72,GEN
O M JYOTHEENDRA NATH,M,45,GEN
BENET BABU BENJAMIN,M,49,GEN
KUNNUKUZHI S MANI,M,70,SC
SYAMALAKUMARI,F,50,SC
FATHER STEPHEN,M,48,GEN
DR.ABDUL MUNEER,M,41,ST
NAJMUDHEEN C.T,M,38,ST
MOHAMMED FAIZAL P.P.,M,38,ST
M.P. SAYED MOHAMMED KOYA,M,60,ST
HAMDULLAH SAYEED,M,31,ST
KOMALAM KOYA,M,37,ST
ANOOP MISHRA,M,57,GEN
DR GOVIND SINGH,M,62,GEN
BRINDAWAN SINGH SIKARWAR,M,52,GEN
ARJUN SINGH (PAPPU KUSHWAH),M,40,GEN
JAYANT SINGH TOMAR,M,33,GEN
DEVENDRA KUMAR AGRVAL,M,33,GEN
MANESH KUMAR RAWAT,M,36,ST
RAJESH KUSHWAH,M,28,GEN
VISNU SHARMA VIRTHARE,M,43,GEN
SHAKTI SINGH TOMAR,M,31,GEN
ANOOP NAGAR,M,27,SC
AKASH GUPTA,M,28,GEN
KULDEEP SINGH,M,27,GEN
CHHAVENDRA,M,33,GEN
RAM NARESH,M,32,GEN
SATANDRA SINGH (TONY TOMAR),M,30,GEN
SIYARAM SINGH CHOUDRI,M,46,SC
IMARTI DEVI,F,38,SC
DR. BHAGIRATH PRASAD,M,66,SC
MANISH KATROLIYA,M,32,SC
ANITA HITENDRA CHAUDHARY,F,38,SC
KRISHNA DEVI,F,35,SC
B.S. THANESWARIYA,M,39,SC
PHOOLSINGH BARAIYA,M,51,SC
VIJAYSINGH KORI,M,34,SC
HAKIM SINGH,M,46,SC
AKHILESH YADAV,M,38,GEN
ASHOK SINGH,M,51,GEN
ALOK SHARMA,M,42,GEN
NARENDRA SINGH TOMAR,M,56,GEN
C.L. KARODIYA (PRIJAPATI),M,67,GEN
K. P. KAMTE,M,69,SC
KISHAN LAL KUSHWAH,M,50,GEN
GEETA RAJPUT,F,38,GEN
NEELAM AGRWAL,F,38,GEN
BALWANT SINGH KUSHWAH ADVOCATE,M,62,GEN
MADAN MOHAN URF MOHAN SINGH TOMAR,M,45,GEN
VIKAS SHARMA,M,38,GEN
SHIV SINGH KUSHAWAH,M,40,GEN
COMRADE SUNIL GOPAL,M,41,GEN
HIRADAY NARAYAN SINGH TOMAR (GUDDU),M,33,GEN
ASIF KHAN,M,48,GEN
DEEPAK KUMAR BANSAL RANGWALE (PRERAK),M,49,GEN
NARAYAN SINGH KUSHWAH,M,62,GEN
PRAJESH CHOUDHARY,M,42,GEN
CAPTAN BABU LAL GOSWAMI,M,63,GEN
RAM PATHWAR KORI (RAMSEBAK),M,44,SC
JAIBHANSINGH PAWAIYA,M,57,GEN
JYOTIRADITYA M SCINDIA,M,42,GEN
LAKHAN SINGH BAGHEL,M,51,GEN
SHAILENDRA SINGH KUSHWAH,M,45,GEN
ANWAR KHAN,M,45,GEN
GIRRAJ YADAV,M,30,GEN
CHANDRAPAL SINGH TOMAR,M,46,GEN
NAND KISHORE TYAGI,M,40,GEN
NARAYANRAO GUPCHUP,M,62,GEN
MAHENDRA KUMAR,M,55,GEN
LALLI RAM RAI,M,40,SC
GOVIND SINGH RAJPUT,M,48,GEN
LAXMI NARAYAN YADAV,M,73,GEN
SAROJ KATIYAR KURMI,F,37,GEN
ATUL MISHRA,M,44,GEN
KASHIRAM PATEL,M,45,GEN
VINAY KUMAR,M,34,GEN
BHARAT SEN ADVOCATE,M,40,GEN
MAHENDRA KUMAR CHOUDHARY,M,31,SC
SHITIN KESHRWANI,M,37,GEN
M. HANIF QURASHI,M,43,GEN
AHIRWAR DR. KAMLESH VERMA,M,36,SC
AHIRWAR SEWAK RAM,M,44,SC
KHANGAR NEERAJ,M,26,SC
DR. VIRENDRA KUMAR,M,60,SC
DR. AMBESH KUMARI AHIRWAR,F,38,SC
AHIRWAR RAMCHARAN,M,52,SC
RAMESH CHAND VERMA,M,62,SC
GANESH KUMHAR,M,43,SC
GIRDHARI LAL KORI,M,38,SC
CHATURBHUJ SNEHI,M,53,SC
BHAGWAN DAS BANSHKAR,M,35,SC
LAKHAN LAL CHADHAR,M,43,SC
SHEEL CHANDRA AHIRWAR,M,38,SC
DEVENDRA CHAOURASIA,M,52,GEN
PRAHALAD SINGH PATEL,M,54,GEN
CHOUDHARY MAHENDRA PRATAP SINGH,M,52,GEN
DIVAN UPENDR PRATAP SINGH (RAJA SAB),M,43,GEN
SANTOSH BHARTI,M,71,GEN
ANANT LAL BASOR,M,67,SC
IRFAN KHAN,M,31,GEN
DR.GULAB KHAN MASTER,M,71,GEN
PRAHLAD SINGH PATEL,M,36,GEN
PRAHLAD SINGH LODI,M,32,GEN
NAGENDRA SINGH,M,72,GEN
RAJA PATERIA,M,54,GEN
RAM LAKHAN SINGH,M,50,GEN
AMIT BHATNAGAR,M,33,GEN
AVNISH TIWARI,M,29,GEN
IMRAN,M,29,GEN
KRISHAN SHARAN BHAIYA RAJA BUNDELA,M,44,GEN
JAGDEESH KUMAR PATEL,M,28,GEN
SMT. DURGA SHARMA / ALIAS MADHU KAPIL,F,51,GEN
MAHESH CHANDRA,M,47,GEN
SIDDHARTH SUKHLAL KUSHWAHA,M,29,GEN
SANJEEV KUMAR MISHRA,M,35,GEN
ANWAR KHAN,M,38,GEN
AYENDRA  KUMAR SHARMA,M,33,GEN
JAYANT PRATAP SINGH / VIJAY SINGH,M,35,GEN
RAM NATH LODHEE,M,41,GEN
SHRIDHAR KHARE,M,60,GEN
AJAY  SINGH RAHUL BHAIYYA,M,58,GEN
GANESH SINGH,M,51,GEN
DHARMENDRA SINGH TIWARI,M,35,GEN
JAGDISH SINGH,M,63,GEN
DADHIBAL PRASAD PATEL,M,52,GEN
MAHGOO SINGH MUTHEL,M,49,SC
RAJ KUMAR GOTAM,M,44,GEN
VINOD KUMAR RAVI,M,35,SC
SHYAM LAL KUSHWAHA,M,40,GEN
AJAY PRATAP SINGH,M,29,GEN
ASHOK KUMAR SAKET,M,27,SC
KESHAV PRASAD TRIPATHI AD. K.P.,M,47,GEN
BIRENDRA BHAI PATEL,M,43,GEN
SHRI RAM SHUKLA RAJJAN,M,32,GEN
JANARDAN MISHRA,M,58,GEN
DEORAJ SINGH PATEL,M,41,GEN
SUNDERLAL TIWARI,M,56,GEN
ABDUL WAFATI ANSARI URF YUVRAJ TAILORS,M,54,GEN
PURNANAND TIWARI,M,35,GEN
PRAMOD TIWARI,M,48,GEN
MANGLESHWAR BHAIYA,M,27,GEN
RAMKISHAN NIRAT (SAKET),M,37,SC
R.D. VISHWAKARMA,M,45,GEN
GIRISH KUMAR GAUTAM,M,35,GEN
JANARDAN MISHRA,M,41,GEN
PRABHUNATH PRASAD SAKET,M,31,SC
BRAMHADATTA MISHRA URF CHHOTE,M,51,GEN
VISHWA NATH DWIVEDI,M,46,GEN
INDRAJEET KUMAR,M,66,GEN
RAMA SHANKAR SHAHWAL,M,36,GEN
RITI PATHAK,F,36,GEN
SMT. ASHA SINGH,F,36,GEN
URMILA,F,36,ST
PUSPENDRA SINGH,M,45,GEN
PANKAJ SINGH PATEL,M,28,GEN
LAL BAHADUR SINGH,M,63,GEN
SANAT KUMAR TRIPATHI,M,48,GEN
"SUNIL SONI ""KHADDI""",M,37,GEN
MOHD. JAHANGEER ANSARI,M,43,GEN
BRAHMANAND PRATAP SINGH,M,25,ST
BHAGAWATI CHARAN PANDEY(NEELU),M,36,GEN
RAMAKANT PANDEY MALAIHNA,M,68,GEN
DALPAT SINGH PARASTE,M,61,ST
PARMESHWAR SINGH,M,33,ST
PHOOL SINGH PARASTE,M,48,ST
RAJES NANDINI SINGH,F,57,ST
JOGENDRA SINGH,M,44,ST
YOGESH KUMAR SINGH AD.,M,44,ST
RAM GOPAL SINGH,M,51,ST
RAMRATAN SINGH PAWLEY,M,33,ST
RAM SINGH,M,39,ST
ER. VIJAY KUMAR KOL,M,26,ST
SAHDEV SINGH PARASTE,M,44,ST
MAHAVEER PARSHAD MANJHI,M,72,ST
RAJU BAIGA,M,45,ST
LALA KOL,M,47,ST
AFTAB ALAM,M,37,GEN
RAKESH SINGH,M,53,GEN
VIVEK KRISHNA TANKHA,M,58,GEN
MOHD. ADIL,M,35,GEN
DIGVIJAY SINGH (SENIOR JOURNLIST),M,50,GEN
"ER. PRAVIN GAJBHIYE ""DADA""",M,56,SC
MANAK LAL GONTIYA,M,48,ST
LAL DASH,M,51,GEN
"CAPTAIN HANFEE, VEER CHAKRA",M,56,GEN
NAVEEN JAIN (YOGACHARYA),M,43,GEN
MALKHAN PATEL,M,43,GEN
DR. DHAI AKSHAR (RAKESH SONKAR),M,45,SC
VIKRANT,M,35,GEN
VINAY KUMAR JAIN,M,48,GEN
VIRENDRA KUMAR SHARMA,M,34,GEN
OMKAR SINGH MARKAM,M,36,ST
FAGGAN SINGH KULASTE,M,54,ST
SHAMBHU SINGH MARAVI,M,57,ST
INDER SINGH UIKEY,M,47,ST
KHUMAN SINGH ARMO,M,69,ST
ANUJ GANGA SINGH PATTA,M,44,ST
PHOOL SINGH DHURWEY,M,43,ST
BAISHAKHOO MARAVI,M,39,ST
MAHATALAL BARKADE,M,38,ST
GHANSHYAM KUDAPE,M,42,ST
ASHOK KUMAR MASIH,M,58,ST
BODHSINGH BHAGAT,M,58,GEN
"""YOGESH NANAJI SAMRITE""",M,42,GEN
HINA LIKHIRAM KAWRE,F,29,GEN
ANUBHA MUNJARE,F,47,GEN
DR. ASRA ANJUM FAROOQUI,F,30,GEN
ASIF KHAN,M,32,GEN
GAUTAM RAMTEKE,M,32,SC
U. K. CHOUDHARY (MUNNA BHAIYA),M,60,GEN
NANDLAL UIKEY,M,45,ST
LAXMINARAYAN DEHARIYA,M,28,SC
VIVEK MISHRA (LALU BHAIYA),M,33,GEN
SMT. HIRASAN UIKEY,F,54,ST
SHANKAR KANSRE LODHI (SAMAJ SEWAK),M,48,GEN
JABALPUR HIGH COURT ADVOCATE AND WRITER SUKHARAM ASTKAR LANJI,M,54,GEN
"""SANDEEP SONI""",M,36,GEN
KAMAL NATH,M,67,GEN
CHOUDHARY CHANDRABHAN KUBER SINGH,M,53,GEN
NITINKUMAR SAHU,M,32,GEN
ARVIND DONGRE,M,59,SC
PARDESHI HARTAPSHAH TIRGAM,M,49,ST
MAHESH MADHAVLAL DUBEY,M,58,GEN
RAMESH PATIL,M,41,SC
SUBHASH SHUKLA,M,45,GEN
ER. KRIPA SHANKAR YADAV,M,53,GEN
JALASRAM NAGWANSHI,M,43,SC
DWARKA PRASAD PAHADE,M,39,SC
DHANIRAM YADUVANSHI,M,42,GEN
SITARAM SAREYAM,M,28,ST
UDAY PRATAP SINGH,M,49,GEN
"DEVENDRA PATEL ""GUDDU BHAIYA""",M,44,GEN
PRADEEP AHIRWAR,M,29,SC
JAY PRAKASH PATEL,M,49,GEN
MAYA VISHWAKARMA,F,32,GEN
UDAY PRATAP  SINGH,M,25,GEN
Devendra Patel urf Gudda Bhaiyya,M,38,GEN
MUKESH BABU AHIRWAR,M,41,SC
AMAR SINGH PATEL,M,46,GEN
LAKSHMAN SINGH,M,59,GEN
SUSHMA SWARAJ,F,62,GEN
KAMLESH SALLAM,M,42,ST
GANESH RAJAK,M,33,SC
